Year,Rank,Fight,Event,Date,Result,Is UFC
2011,25,Jones vs. Bader,UFC 126,Feb 2011,25,True
2011,26,Emelianenko vs. Silva,Strikeforce,Feb 2011,26,False
2011,27,Brandão vs. Bermudez,The Ultimate Fighter 14 Finale,Dec 2011,27,False
2011,28,Penn vs. Fitch,UFC 127,Feb 2011,28,True
2011,29,Stephens vs. Davis,UFC 125,Jan 2011,29,True
2011,30,Velasquez vs. dos Santos,UFC on FOX 1,Nov 2011,30,True
2011,31,Njokuani vs. Barboza,UFC 128,Mar 2011,31,True
2011,32,Henderson vs. Miller,UFC on Versus 5,Aug 2011,32,True
2011,33,Carwin vs. dos Santos,UFC 131,Jun 2011,33,True
2011,34,Souza vs. Lawler,Strikeforce,Jan 2011,34,False
2011,35,Garcia vs. Phan II,UFC 136,Oct 2011,35,True
2011,36,Jones vs. Jackson,UFC 135,Sep 2011,36,True
2011,37,Evans vs. Ortiz II,UFC 133,Aug 2011,37,True
2011,40,Einemo vs. Herman,UFC 131,Jun 2011,40,True
2011,39,Barboza vs. Pearson,UFC 134,Aug 2011,39,True
2011,38,Griggs vs. Villante,Strikeforce,Feb 2011,38,False
2011,41,Diaz vs. MacDonald,UFC 129,Apr 2011,41,True
2011,42,Dunham vs. Guillard,UFC Fight Night 23,Jan 2011,42,True
2011,43,Lytle vs. Ebersole,UFC 127,Feb 2011,43,True
2011,44,Edwards vs. McKenzie,UFC Fight Night 23,Jan 2011,44,True
2011,45,Kelly vs. Cerrone,UFC 126,Feb 2011,45,True
2011,47,Grispi vs. Poirier,UFC 125,Jan 2011,47,True
2011,46,Silva vs. Leben,UFC 132,Jul 2011,46,True
2011,48,McDonald vs. Figueroa,UFC Fight Night 24,Mar 2011,48,True
2011,49,Nogueira vs. Schaub,UFC 134,Aug 2011,49,True
2011,50,Ellenberger vs. Rocha,UFC 126,Feb 2011,50,True
2011,51,Franklin vs. Griffin,UFC 126,Feb 2011,51,True
2011,52,Aldo vs. Florian,UFC 136,Oct 2011,52,True
2011,53,Maldonado vs. Kingsbury,The Ultimate Fighter 13 Finale,Jun 2011,53,False
2011,54,Barão vs. Pickett,UFC 138,Nov 2011,54,True
2011,55,Diaz vs. Kim,UFC 125,Jan 2011,55,True
2011,56,Omigawa vs. Mendes,UFC 126,Feb 2011,56,True
2011,58,Cruz vs. Johnson,UFC on Versus 6,Oct 2011,58,True
2011,57,Shlemenko vs. Rogers,Bellator 54,Oct 2011,57,False
2011,59,Vera vs. Silva I,UFC 125,Jan 2011,59,True
2011,60,Silva vs. Okami II,UFC 134,Aug 2011,60,True
2011,62,Hominick vs. Roop,UFC Fight Night 23,Jan 2011,62,True
2011,61,Lentz vs. Oliveira,UFC on Versus 4,Jun 2011,61,True
2011,63,Barry vs. Beltran,UFC Fight Night 23,Jan 2011,63,True
2011,64,Sotiropoulos vs. Siver,UFC 127,Feb 2011,64,True
2011,65,Lesnar vs. Overeem,UFC 141,Dec 2011,65,True
2011,66,Jung vs. Hominick,UFC 140,Dec 2011,66,True
2011,67,Ortiz vs. Bader,UFC 132,Jul 2011,67,True
2011,68,Diaz vs. Gomi,UFC 135,Sep 2011,68,True
2011,69,Danzig vs. Wiman II,UFC on Versus 6,Oct 2011,69,True
2011,70,Siver vs. Cerrone,UFC 137,Oct 2011,70,True
2011,71,Nelson vs. Filipović,UFC 137,Oct 2011,71,True
2011,73,Dillashaw vs. Dodson,The Ultimate Fighter 14 Finale,Dec 2011,73,False
2011,72,Bisping vs. Rivera,UFC 127,Feb 2011,72,True
2011,74,Hunt vs. Tuchscherer,UFC 127,Feb 2011,74,True
2011,75,St. Preux vs. Humphrey,Strikeforce Challengers 13,Jan 2011,75,False
2011,76,Walker vs. Carson,Strikeforce,Jan 2011,76,False
2011,78,Poirier vs. Garza,UFC on FOX 1,Nov 2011,78,True
2011,77,Mitrione vs. Hague,UFC Fight Night 23,Jan 2011,77,True
2011,79,Ortiz vs. Nogueira,UFC 140,Dec 2011,79,True
2011,80,Barnett vs. Rogers,Strikeforce,Jun 2011,80,False
2011,81,Miller vs. Shalorus,UFC 128,Mar 2011,81,True
2011,83,Schaub vs. Filipović,UFC 128,Mar 2011,83,True
2011,82,Baroni vs. Tavares,UFC 125,Jan 2011,82,True
2011,84,Rua vs. Griffin II,UFC 134,Aug 2011,84,True
2011,85,Guillard vs. Roller,UFC 132,Jul 2011,85,True
2011,86,Belfort vs. Akiyama,UFC 133,Aug 2011,86,True
2011,87,Torres vs. Johnson,UFC 130,May 2011,87,True
2011,88,Mitrione vs. Morecraft,UFC on Versus 4,Jun 2011,88,True
2011,89,Guillard vs. Lauzon,UFC 136,Oct 2011,89,True
2011,90,Souza vs. Rockhold,Strikeforce,Sep 2011,90,False
2011,91,Beerbohm vs. Healy,Strikeforce Challengers 14,Feb 2011,91,False
2011,92,Palhares vs. Miller,UFC 134,Aug 2011,92,True
2011,93,Kingsbury vs. Romero,UFC 126,Feb 2011,93,True
2011,94,Garza vs. Jabouin,UFC 129,Apr 2011,94,True
2011,95,Struve vs. Browne,UFC 130,May 2011,95,True
2011,98,Stout vs. Edwards,UFC 131,Jun 2011,98,True
2011,97,Sonnen vs. Stann,UFC 136,Oct 2011,97,True
2011,96,Cavalcante vs. Henderson,Strikeforce,Mar 2011,96,False
2011,99,Johnson vs. Faaloloto,UFC on Versus 4,Jun 2011,99,True
2011,100,Menjivar vs. Valencia,UFC 129,Apr 2011,100,True
2011,101,Makdessi vs. Watson,UFC 129,Apr 2011,101,True
2011,102,Matyushenko vs. Brilz,UFC 129,Apr 2011,102,True
2011,103,Ferguson vs. Nijem,The Ultimate Fighter 13 Finale,Jun 2011,103,False
2011,104,Sotiropoulos vs. dos Anjos,UFC 132,Jul 2011,104,True
2011,106,Condit vs. Kim,UFC 132,Jul 2011,106,True
2011,105,Coenen vs. Carmouche,Strikeforce,Mar 2011,105,False
2011,107,Roller vs. Tavares,UFC on Versus 3,Mar 2011,107,True
2011,108,Stann vs. Santiago,UFC 130,May 2011,108,True
2011,109,Weidman vs. Bongfeldt,UFC 131,Jun 2011,109,True
2011,110,Cerrone vs. Oliveira,UFC on Versus 5,Aug 2011,110,True
2011,111,Mir vs. Nelson,UFC 130,May 2011,111,True
2011,112,Miller vs. Bisping,The Ultimate Fighter 14 Finale,Dec 2011,112,False
2011,113,Barry vs. Struve,UFC on Versus 6,Oct 2011,113,True
2011,114,Edwards vs. Oliveira,UFC on Versus 6,Oct 2011,114,True
2011,115,Nedkov vs. Cané,UFC 134,Aug 2011,115,True
2011,116,Riddle vs. Benoist,UFC Fight Night 25,Sep 2011,116,True
2011,117,Ebersole vs. Hallman,UFC 133,Aug 2011,117,True
2011,118,Pyle vs. MacDonald,UFC 133,Aug 2011,118,True
2011,119,Hughes vs. Koscheck,UFC 135,Sep 2011,119,True
2011,120,Arlovski vs. Kharitonov,Strikeforce,Feb 2011,120,False
2011,121,Melendez vs. Kawajiri II,Strikeforce,Apr 2011,121,False
2011,122,Larkin vs. Lighty,Strikeforce Challengers 15,Apr 2011,122,False
2011,123,Faber vs. Bowles,UFC 139,Nov 2011,123,True
2011,125,Budd vs. Nunes,Strikeforce Challengers 13,Jan 2011,125,False
2011,124,Grove vs. Jensen,Bellator 47,Jul 2011,124,False
2011,126,Edwards vs. Ferguson,The Ultimate Fighter 14 Finale,Dec 2011,126,False
2011,127,Swanson vs. Lamas,UFC on FOX 1,Nov 2011,127,True
2011,128,Lawlor vs. Weidman,UFC 139,Nov 2011,128,True
2011,129,Pokrajac vs. Soszynski,UFC 140,Dec 2011,129,True
2011,130,Etim vs. Faaloloto,UFC 138,Nov 2011,130,True
2011,131,Masvidal vs. Noons,Strikeforce,Jun 2011,131,False
2011,132,McDonald vs. Soto,UFC 139,Nov 2011,132,True
2011,134,Rothwell vs. Hunt,UFC 135,Sep 2011,134,True
2011,133,Miller vs. Wiman,UFC Fight Night 23,Jan 2011,133,True
2011,135,Koch vs. Assunção,UFC 128,Mar 2011,135,True
2011,136,Beltran vs. Rosa,UFC 131,Jun 2011,136,True
2011,137,Hamman vs. Dollaway,UFC on Versus 5,Aug 2011,137,True
2011,138,Dexter vs. Gauron,Victory MMA 2,Aug 2011,138,False
2011,139,Cote vs. Portieous,Ringside MMA 12,Oct 2011,139,False
2011,142,Dexter vs. Papineau,Hybrid 9,Jun 2011,142,False
2011,141,Barnett vs. Kharitonov,Strikeforce,Sep 2011,141,False
2011,140,Maia vs. Muñoz,UFC 131,Jun 2011,140,True
2011,143,Cerrone vs. Rocha,UFC 131,Jun 2011,143,True
2011,144,Howard vs. Brown,UFC on Versus 4,Jun 2011,144,True
2011,145,Cormier vs. Monson,Strikeforce,Jun 2011,145,False
2011,147,Lentz vs. Lowe,UFC Fight Night 24,Mar 2011,147,True
2011,146,Fisher vs. Pearson,UFC 127,Feb 2011,146,True
2011,148,Cormier vs. Cole,Strikeforce Challengers 13,Jan 2011,148,False
2011,150,Simpson vs. Schafer,UFC 136,Oct 2011,150,True
2011,149,Brown vs. Nunes,UFC 125,Jan 2011,149,True
2011,151,Hamman vs. Philippou,UFC 140,Dec 2011,151,True
2011,152,Makdessi vs. Hallman,UFC 140,Dec 2011,152,True
2011,154,St-Pierre vs. Shields,UFC 129,Apr 2011,154,True
2011,153,Escovedo vs. Mizugaki,UFC 135,Sep 2011,153,True
2011,156,Pettis vs. Guida,The Ultimate Fighter 13 Finale,Jun 2011,156,False
2011,155,Ruediger vs. Taylor,UFC 126,Feb 2011,155,True
2011,157,Johnson vs. Yamamoto,UFC 126,Feb 2011,157,True
2011,158,Sakara vs. Weidman,UFC on Versus 3,Mar 2011,158,True
2011,159,Bader vs. Brilz,UFC 139,Nov 2011,159,True
2011,160,Overeem vs. Werdum II,Strikeforce,Jun 2011,160,False
2011,161,dos Anjos vs. Tibau,UFC 139,Nov 2011,161,True
2011,163,Grove vs. Boetsch,UFC 130,May 2011,163,True
2011,162,Coenen vs. Tate,Strikeforce,Jul 2011,162,False
2011,164,Silva vs. Cormier,Strikeforce,Sep 2011,164,False
2021,1,Gaethje vs. Chandler,UFC 268,Nov 2021,1,True
2021,2,Volkanovski vs. Ortega,UFC 266,Sep 2021,2,True
2021,3,Reyes vs. Procházka,UFC Fight Night,May 2021,3,True
2021,4,Holloway vs. Kattar,UFC on ABC 1,Jan 2021,4,True
2021,5,Oliveira vs. Chandler,UFC 262,May 2021,5,True
2021,6,Yan vs. Sandhagen,UFC 267,Oct 2021,6,True
2021,7,Poirier vs. McGregor II,UFC 257,Jan 2021,7,True
2021,8,Holloway vs. Rodriguez,UFC Fight Night,Nov 2021,8,True
2021,9,Usman vs. Burns,UFC 258,Feb 2021,9,True
2021,10,Davis vs. Jones,UFC Fight Night,Jan 2021,10,True
2021,11,Ponzinibbio vs. Baeza,UFC Fight Night,Jun 2021,11,True
2021,12,Burgos vs. Barboza,UFC 262,May 2021,12,True
2021,13,Ferreira vs. Dariush II,UFC Fight Night,Feb 2021,13,True
2021,14,Sandhagen vs. Dillashaw,UFC Fight Night,Jul 2021,14,True
2021,15,Dober vs. Riddell,UFC 263,Jun 2021,15,True
2021,16,Woodley vs. Luque,UFC 260,Mar 2021,16,True
2021,17,Usman vs. Covington II,UFC 268,Nov 2021,17,True
2021,18,Munhoz vs. Rivera II,UFC Fight Night,Feb 2021,18,True
2021,19,Oliveira vs. Poirier,UFC 269,Dec 2021,19,True
2021,20,Tafa vs. Felipe,UFC on ABC 1,Jan 2021,20,True
2021,21,Ferreira vs. Gillespie,UFC Fight Night,May 2021,21,True
2021,22,Murphy vs. Silva de Andrade,UFC Fight Night,Jan 2021,22,True
2021,23,Condit vs. Brown,UFC on ABC 1,Jan 2021,23,True
2021,24,Chiesa vs. Magny,UFC Fight Night,Jan 2021,24,True
2021,25,Ulberg vs. Nzechukwu,UFC 259,Mar 2021,25,True
2021,26,Yan vs. Sterling,UFC 259,Mar 2021,26,True
2021,27,Miocic vs. NGannou II,UFC 260,Mar 2021,27,True
2021,28,Moraes vs. Dvalishvili,UFC 266,Sep 2021,28,True
2021,29,Alves vs. Lazzez,UFC Fight Night,Jan 2021,29,True
2021,30,Martinez vs. Grant,UFC Fight Night,Mar 2021,30,True
2021,31,Burgos vs. Quarantillo,UFC 268,Nov 2021,31,True
2021,32,Erosa vs. Landwehr,UFC Fight Night,Feb 2021,32,True
2021,33,Fiziev vs. Green,UFC 265,Aug 2021,33,True
2021,34,Makdessi vs. Bahamondes,UFC on ABC 2,Apr 2021,34,True
2021,35,Price vs. Pereira,UFC 264,Jul 2021,35,True
2021,36,Błachowicz vs. Adesanya,UFC 259,Mar 2021,36,True
2021,37,Soriano vs. Todorović,UFC on ABC 1,Jan 2021,37,True
2021,38,Poirier vs. McGregor III,UFC 264,Jul 2021,38,True
2021,39,Vieira vs. Hernandez,UFC 258,Feb 2021,39,True
2021,40,Costa vs. Vettori,UFC Fight Night,Oct 2021,40,True
2021,41,Cruz vs. Kenney,UFC 259,Mar 2021,41,True
2021,42,Jourdain vs. Rojo,UFC Fight Night,Mar 2021,42,True
2021,43,Lawler vs. Diaz II,UFC 266,Sep 2021,43,True
2021,44,Whittaker vs. Gastelum,UFC Fight Night,Apr 2021,44,True
2021,46,Kilburn vs. Lingo,UFC on ABC 1,Jan 2021,46,True
2021,45,Tsarukyan vs. Frevola,UFC 257,Jan 2021,45,True
2021,47,Edwards vs. Diaz,UFC 263,Jun 2021,47,True
2021,48,Yanez vs. Costa,UFC Fight Night,Jul 2021,48,True
2021,49,Alvey vs. Marquez,UFC on ABC 2,Apr 2021,49,True
2021,50,Nunes vs. Peña,UFC 269,Dec 2021,50,True
2021,51,Barboza vs. Chikadze,UFC Fight Night,Aug 2021,51,True
2021,52,Pettis vs. Collard,PFL 2021 #1,Apr 2021,52,False
2021,53,Tuivasa vs. Hardy,UFC 264,Jul 2021,53,True
2021,55,Quarantillo vs. Benítez,UFC Fight Night,Jul 2021,55,True
2021,54,Kim vs. McCann,UFC Fight Night,Sep 2021,54,True
2021,56,Dawson vs. Santos,UFC Fight Night,Mar 2021,56,True
2021,57,Yanez vs. Lopez,UFC Fight Night,Mar 2021,57,True
2021,58,Lee vs. Rodriguez,UFC Fight Night,Aug 2021,58,True
2021,60,Carnelossi vs. Liang,UFC 261,Apr 2021,60,True
2021,59,Figueiredo vs. Moreno II,UFC 263,Jun 2021,59,True
2021,61,Kara-France vs. Bontorin,UFC 259,Mar 2021,61,True
2021,64,Pantoja vs. Kape,UFC Fight Night,Feb 2021,64,True
2021,63,Guida vs. Santos,UFC Fight Night,Dec 2021,63,True
2021,62,Turcios vs. Hiestand,UFC Fight Night,Aug 2021,62,True
2021,67,Hernandez vs. Moisés,UFC Fight Night,Feb 2021,67,True
2021,66,Luque vs. Chiesa,UFC 265,Aug 2021,66,True
2021,65,Nam vs. Schnell,UFC Fight Night,Jan 2021,65,True
2021,68,Phillips vs. Song,UFC 259,Mar 2021,68,True
2021,70,Akhmedov vs. Breese,UFC Fight Night,Jan 2021,70,True
2021,69,Vlismas vs. Conejo Ruiz,UFC Fight Night,Mar 2021,69,True
2021,73,O'Malley vs. Moutinho,UFC 264,Jul 2021,73,True
2021,72,Moras vs. Melo,UFC on ABC 1,Jan 2021,72,True
2021,71,Yanez vs. Grant,UFC Fight Night,Nov 2021,71,True
2021,74,Artis vs. Golden Jr.,CFFC 100,Sep 2021,74,False
2021,76,Tafa vs. Vanderaa,UFC Fight Night,May 2021,76,True
2021,75,Smith vs. Spann,UFC Fight Night,Sep 2021,75,True
2021,79,Vera vs. Grant II,UFC Fight Night,Jun 2021,79,True
2021,78,White vs. Valdéz,Contender Series 2021,Oct 2021,78,False
2021,77,Ponzinibbio vs. Li,UFC on ABC 1,Jan 2021,77,True
2021,80,Roberts vs. Bahamondes,UFC Fight Night,Aug 2021,80,True
2021,81,Soriano vs. Allen,UFC Fight Night,Jul 2021,81,True
2021,83,Fiziev vs. Riddell,UFC Fight Night,Dec 2021,83,True
2021,82,de Paula vs. Vlismas,UFC Fight Night,Jul 2021,82,True
2021,84,Johnson vs. Guida,UFC Fight Night,Feb 2021,84,True
2021,85,Rodriguez vs. Ribas,UFC 257,Jan 2021,85,True
2021,86,Abdurakhimov vs. Daukaus,UFC 266,Sep 2021,86,True
2021,88,Jourdain vs. Ewell,UFC Fight Night,Dec 2021,88,True
2021,87,MacDonald vs. Cooper III,PFL 2021 #7,Aug 2021,87,False
2021,89,Marques vs. Nzechukwu,UFC Fight Night,Jun 2021,89,True
2021,92,Gastelum vs. Heinisch,UFC 258,Feb 2021,92,True
2021,91,Blaydes vs. Lewis,UFC Fight Night,Feb 2021,91,True
2021,90,Elkins vs. Minner,UFC Fight Night,Jul 2021,90,True
2021,94,Green vs. Rowe,UFC 258,Feb 2021,94,True
2021,93,Cirkunov vs. Spann,UFC Fight Night,Mar 2021,93,True
2021,97,Leonardo vs. Fiorot,UFC Fight Night,Jan 2021,97,True
2021,96,Font vs. Aldo,UFC Fight Night,Dec 2021,96,True
2021,95,Shields vs. Elkin,PFL 2021 #4,Jun 2021,95,False
2021,98,Edgar vs. Vera,UFC 268,Nov 2021,98,True
2021,100,Ewell vs. Gutierrez,UFC 258,Feb 2021,100,True
2021,99,Puelles vs. Gruetzemacher,UFC Fight Night,Dec 2021,99,True
2021,104,Zawada vs. Emeev,UFC on ABC 1,Jan 2021,104,True
2021,103,Sumudaerji vs. Adashev,UFC Fight Night,Jan 2021,103,True
2021,102,Trinaldo vs. Salikhov,UFC Fight Night,Jun 2021,102,True
2021,101,Cutelaba vs. Jacoby,UFC Fight Night,May 2021,101,True
2021,105,Ontiveros vs. Garcia,UFC Fight Night,Oct 2021,105,True
2021,106,Barber vs. Grasso,UFC 258,Feb 2021,106,True
2021,107,Almeida vs. Nasrudinov,Contender Series 2021,Sep 2021,107,False
2021,109,Minner vs. Rosa,UFC Fight Night,Feb 2021,109,True
2021,108,Barberena vs. Witt,UFC Fight Night,Jul 2021,108,True
2021,110,Rivera vs. Figueiredo,UFC Fight Night,Jan 2021,110,True
2021,114,Vendramini vs. Pimblett,UFC Fight Night,Sep 2021,114,True
2021,113,Viana vs. Martin,UFC 258,Feb 2021,113,True
2021,112,Palmer vs. Jenkins,PFL 2021 #1,Apr 2021,112,False
2021,111,Daley vs. Homasi,Bellator 257,Apr 2021,111,False
2021,119,Wineland vs. Castañeda,UFC Fight Night,Feb 2021,119,True
2021,118,Kamaka III vs. Brown,UFC Fight Night,May 2021,118,True
2021,117,Edwards vs. Parrish,Bellator 266,Sep 2021,117,False
2021,116,Du Plessis vs. Giles,UFC 264,Jul 2021,116,True
2021,115,Hooker vs. Chandler,UFC 257,Jan 2021,115,True
2021,122,Kilburn vs. Jenkins,PFL 2021 #9,Aug 2021,122,False
2021,121,Kongo vs. Kharitonov,Bellator 265,Aug 2021,121,False
2021,120,Sandhagen vs. Edgar,UFC Fight Night,Feb 2021,120,True
2021,125,Sanchez vs. Muradov,UFC 257,Jan 2021,125,True
2021,124,Maness vs. Gravely,UFC Fight Night,Sep 2021,124,True
2021,123,Overeem vs. Volkov,UFC Fight Night,Feb 2021,123,True
2021,126,Magomedov vs. Stots,Bellator 264,Aug 2021,126,False
2021,127,Meza vs. Lewis,LFA 102,Mar 2021,127,False
2021,129,Munhoz vs. Cruz,UFC 269,Dec 2021,129,True
2021,128,Smith vs. Crute,UFC 261,Apr 2021,128,True
2021,131,Wu vs. Edwards,UFC on ABC 1,Jan 2021,131,True
2021,130,Cutelaba vs. Clark,UFC Fight Night,Sep 2021,130,True
2021,135,Zhang vs. Namajunas,UFC 261,Apr 2021,135,True
2021,134,Zalal vs. Choi,UFC Fight Night,Feb 2021,134,True
2021,133,Carlyle vs. Moret,Bellator 272,Dec 2021,133,False
2021,132,Hall vs. Topuria,UFC 264,Jul 2021,132,True
2021,139,Shevchenko vs. Andrade,UFC 261,Apr 2021,139,True
2021,138,Tavares vs. Júnior,UFC 257,Jan 2021,138,True
2021,137,Medic vs. Turner,UFC 266,Sep 2021,137,True
2021,136,Buckley vs. Di Chirico,UFC on ABC 1,Jan 2021,136,True
2021,143,Shevchenko vs. Murphy,UFC 266,Sep 2021,143,True
2021,142,McMann vs. Peña,UFC 257,Jan 2021,142,True
2021,141,Lentz vs. Evloev,UFC 257,Jan 2021,141,True
2021,140,Molina vs. Aoriqileng,UFC 261,Apr 2021,140,True
2021,144,Kianzad vs. Pennington,UFC Fight Night,Sep 2021,144,True
2021,145,Aldana vs. Santos,UFC 264,Jul 2021,145,True
2024,1,Gaethje vs. Holloway,UFC 300,Apr 2024,1,True
2024,2,Zellhuber vs. Ribovics,UFC 306,Sep 2024,2,True
2024,3,Makhachev vs. Poirier,UFC 302,Jun 2024,3,True
2024,4,Pereira vs. Rountree Jr.,UFC 307,Oct 2024,4,True
2024,5,Procházka vs. Rakić,UFC 300,Apr 2024,5,True
2024,6,Poirier vs. Saint-Denis,UFC 299,Mar 2024,6,True
2024,7,Gamrot vs. Hooker,UFC 305,Aug 2024,7,True
2024,8,Orolbai vs. Rębecki,UFC 308,Oct 2024,8,True
2024,9,Du Plessis vs. Adesanya,UFC 305,Aug 2024,9,True
2024,10,Whittaker vs. Costa,UFC 298,Feb 2024,10,True
2024,11,Dober vs. Silva,UFC Fight Night,Jul 2024,11,True
2024,12,Sidey vs. Taveras II,UFC 297,Jan 2024,12,True
2024,13,Topuria vs. Holloway,UFC 308,Oct 2024,13,True
2024,14,Strickland vs. Du Plessis,UFC 297,Jan 2024,14,True
2024,15,Oliveira vs. Sopaj,UFC Fight Night,Mar 2024,15,True
2024,16,Burns vs. Maddalena,UFC 299,Mar 2024,16,True
2024,17,Cháirez vs. Van,UFC 306,Sep 2024,17,True
2024,18,Royval vs. Taira,UFC Fight Night,Oct 2024,18,True
2024,19,McGhee vs. Bolaños,UFC Fight Night,Jan 2024,19,True
2024,20,Oliveira vs. Chandler II,UFC 309,Nov 2024,20,True
2024,21,Rodriguez vs. Ortega II,UFC Fight Night,Feb 2024,21,True
2024,22,Yan vs. Figueiredo,UFC Fight Night,Nov 2024,22,True
2024,23,Green vs. Miller,UFC 300,Apr 2024,23,True
2024,24,Volkanovski vs. Topuria,UFC 298,Feb 2024,24,True
2024,25,Yan vs. Song,UFC 299,Mar 2024,25,True
2024,26,Swanson vs. Quarantillo,UFC Fight Night,Dec 2024,26,True
2024,27,Nguyen vs. Errens,UFC Fight Night,Mar 2024,27,True
2024,28,Lemos vs. Dern,UFC 298,Feb 2024,28,True
2024,29,Magny vs. Malott,UFC 297,Jan 2024,29,True
2024,31,Simón vs. Bautista,UFC Fight Night,Jan 2024,31,True
2024,30,Miller vs. Benítez,UFC Fight Night,Jan 2024,30,True
2024,32,Pereira vs. Procházka II,UFC 303,Jun 2024,32,True
2024,33,Schnell vs. Durden,UFC Fight Night,Sep 2024,33,True
2024,35,Pantoja vs. Erceg,UFC 301,May 2024,35,True
2024,34,Cannonier vs. Borralho,UFC Fight Night,Aug 2024,34,True
2024,36,Zellhuber vs. Prado,UFC Fight Night,Feb 2024,36,True
2024,37,Waters vs. Goff,UFC Fight Night,May 2024,37,True
2024,38,Pereira vs. Hill,UFC 300,Apr 2024,38,True
2024,39,Romero vs. Onama,UFC 309,Nov 2024,39,True
2024,40,Oliveira vs. Tsarukyan,UFC 300,Apr 2024,40,True
2024,41,Amil vs. Lee,UFC Fight Night,Jul 2024,41,True
2024,42,Allen vs. Curtis II,UFC Fight Night,Apr 2024,42,True
2024,43,Allen vs. Evloev,UFC 297,Jan 2024,43,True
2024,44,Aslan vs. Turkalj II,UFC Fight Night,Mar 2024,44,True
2024,45,Nolan vs. Motta,UFC Fight Night,Jan 2024,45,True
2024,46,Durden vs. Silva,UFC Fight Night,Jul 2024,46,True
2024,48,O'Malley vs. Vera II,UFC 299,Mar 2024,48,True
2024,47,Landwehr vs. Emmers,UFC Fight Night,Mar 2024,47,True
2024,49,Elkins vs. Pineda,UFC Fight Night,Oct 2024,49,True
2024,50,Talbott vs. Saaiman,UFC Fight Night,Mar 2024,50,True
2024,51,Xiao vs. Le,UFC Fight Night,Nov 2024,51,True
2024,52,Yusuff vs. Lopes,UFC 300,Apr 2024,52,True
2024,53,Turner vs. Moicano,UFC 300,Apr 2024,53,True
2024,54,Hernandez vs. Kopylov,UFC 298,Feb 2024,54,True
2024,55,Covington vs. Buckley,UFC Fight Night,Dec 2024,55,True
2024,56,Holland vs. Page,UFC 299,Mar 2024,56,True
2024,58,Kasanganay vs. Nedoh,PFL 5,Jun 2024,58,False
2024,57,Tavares vs. Rodrigues,UFC Fight Night,Feb 2024,57,True
2024,59,Holland vs. Oleksiejczuk,UFC 302,Jun 2024,59,True
2024,60,Aspinall vs. Blaydes II,UFC 304,Jul 2024,60,True
2024,61,Johnson vs. Maksum,UFC Fight Night,Feb 2024,61,True
2024,62,Van vs. Johnson,UFC Fight Night,Jul 2024,62,True
2024,63,Green vs. Pimblett,UFC 304,Jul 2024,63,True
2024,64,Jousset vs. Battle,UFC Fight Night,Sep 2024,64,True
2024,65,Charriere vs. Mariscal,UFC Fight Night,Apr 2024,65,True
2024,67,Zhang vs. Ribeiro,UFC 298,Feb 2024,67,True
2024,66,Whittaker vs. Aliskerov,UFC Fight Night,Jun 2024,66,True
2024,68,Lewis vs. Nascimento,UFC Fight Night,May 2024,68,True
2024,69,Garcia vs. Choi,UFC Fight Night,Jul 2024,69,True
2024,70,Wilson vs. Silva,UFC Fight Night,Jan 2024,70,True
2024,72,Li vs. Prates,UFC 305,Aug 2024,72,True
2024,71,Martinez vs. Aldo,UFC 301,May 2024,71,True
2024,73,Jones vs. Miocic,UFC 309,Nov 2024,73,True
2024,74,Jasudavicius vs. Cachoeira,UFC 297,Jan 2024,74,True
2024,76,Kara-France vs. Erceg,UFC 305,Aug 2024,76,True
2024,75,McGrillen-Evans vs. Garnett,PFL Europe 3,Sep 2024,75,False
2024,77,Alvarez vs. Brener,UFC Fight Night,Aug 2024,77,True
2024,78,Aswell vs. Grad,Contender Series 2024,Aug 2024,78,False
2024,79,Nelson vs. Garcia,UFC Fight Night,Sep 2024,79,True
2024,80,Ferreira vs. Stoltzfus,UFC Fight Night,Jun 2024,80,True
2024,81,Robertson vs. Viana,UFC 297,Jan 2024,81,True
2024,82,Rodriguez vs. Erosa,UFC Fight Night,Jul 2024,82,True
2024,83,Rodríguez vs. Osbourne,UFC 306,Sep 2024,83,True
2024,84,Ramos vs. Erosa,UFC Fight Night,Mar 2024,84,True
2024,85,Ferreira vs. Rębecki,UFC Fight Night,May 2024,85,True
2024,86,Reyes vs. Jacoby,UFC Fight Night,Jun 2024,86,True
2024,87,Torres vs. Bahamondes,UFC 306,Sep 2024,87,True
2024,88,Curtis vs. Barriault,UFC 297,Jan 2024,88,True
2024,89,DiFrancesco vs. David,LFA 176,Feb 2024,89,False
2024,90,Figueiredo vs. Garbrandt,UFC 300,Apr 2024,90,True
2024,91,Walker vs. Oezdemir,UFC Fight Night,Jun 2024,91,True
2024,92,Duben vs. Clark,Contender Series 2024,Sep 2024,92,False
2024,94,McIntyre vs. Legorreta,LFA 182,Apr 2024,94,False
2024,93,Thompson vs. Buckley,UFC 307,Oct 2024,93,True
2024,95,Johnson vs. Azaitar,UFC Fight Night,Dec 2024,95,True
2024,97,Ki vs. Saika,Road to UFC,May 2024,97,True
2024,96,Holobaugh vs. Kruschewsky,UFC Fight Night,Jul 2024,96,True
2024,98,Nolan vs. Martinez,UFC Fight Night,May 2024,98,True
2024,99,Xie vs. Kawana,Road to UFC,Aug 2024,99,True
2024,100,Pereira vs. Oleksiejczuk,UFC 299,Mar 2024,100,True
2024,101,Hasan vs. Romano,CFFC 129,Feb 2024,101,False
